TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Custom Fall MugBlack Glossy Mug","This cupboard essential is sturdy, sleek, and perfect for your morning java or afternoon tea. 

• Ceramic
• 11oz mug dimensions: height - 3.85"" (9.8 cm), diameter - 3.35"" (8.5 cm)
• 15oz mug dimensions: height - 4.7"" (12 cm), diameter 3.35"" (8.5 cm)
• Glossy finish
• Microwave and dishwasher safe

Important: This product is available in US only. If your shipping address is outside this region, please choose a different product.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",10,USD,999,"mug,halloween_mug,coffee_mug,custom_mug,fall_mug,camping_mug,personalized_mugs,personalized_tumbler,gift_for_her",,https://i.etsystatic.com/34205481/r/il/03ef40/4120611560/il_fullxfull.4120611560_u7ya.jpg,https://i.etsystatic.com/34205481/r/il/c8b852/4171138367/il_fullxfull.4171138367_i47o.jpg,https://i.etsystatic.com/34205481/r/il/a97bcb/4120611506/il_fullxfull.4120611506_3dol.jpg,https://i.etsystatic.com/34205481/r/il/6d1f02/4171136359/il_fullxfull.4171136359_63f3.jpg,https://i.etsystatic.com/34205481/r/il/29fc0b/4123477286/il_fullxfull.4123477286_n6kn.jpg,https://i.etsystatic.com/34205481/r/il/e19bad/4171136655/il_fullxfull.4171136655_1g5z.jpg,https://i.etsystatic.com/34205481/r/il/4c63e5/4171136855/il_fullxfull.4171136855_ftde.jpg,https://i.etsystatic.com/34205481/r/il/e05df7/4123477820/il_fullxfull.4123477820_m1ap.jpg,https://i.etsystatic.com/34205481/r/il/ebbfea/4171137409/il_fullxfull.4171137409_ld89.jpg,https://i.etsystatic.com/34205481/r/il/93f2b8/4171137625/il_fullxfull.4171137625_brtq.jpg,,,,,,,6308CB84246E1_9323
"Fall Custom Shirts, Fall Tee, Pumpkin Tee, Fall Baseball Tee3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"Baseball_style,women's_fall_tee,pumpkin_tee,fall,Custom_Shirts,Baseball_Mom_Tees,baseball_mom_shirts,baseball,custom_tshirts,baseball_tee,custom,graphic_tee",,https://i.etsystatic.com/34205481/r/il/d846fe/4120614916/il_fullxfull.4120614916_e8v2.jpg,https://i.etsystatic.com/34205481/r/il/a94e77/4190366109/il_fullxfull.4190366109_4pct.jpg,https://i.etsystatic.com/34205481/r/il/e2eef9/4171161539/il_fullxfull.4171161539_bt8l.jpg,https://i.etsystatic.com/34205481/r/il/8335c1/4171157141/il_fullxfull.4171157141_ay1b.jpg,https://i.etsystatic.com/34205481/r/il/026a0c/4123497980/il_fullxfull.4123497980_8e4o.jpg,https://i.etsystatic.com/34205481/r/il/38a283/4123498418/il_fullxfull.4123498418_ng4w.jpg,https://i.etsystatic.com/34205481/r/il/869026/4171158241/il_fullxfull.4171158241_qhgr.jpg,https://i.etsystatic.com/34205481/r/il/1fb3f4/4123499072/il_fullxfull.4123499072_381b.jpg,https://i.etsystatic.com/34205481/r/il/b4f33c/4171159049/il_fullxfull.4171159049_edex.jpg,https://i.etsystatic.com/34205481/r/il/e3f6d4/4123500026/il_fullxfull.4123500026_mvci.jpg,"Unisex shirt size",Size,"XS,S,M,L,XL,2X",,,,"630D631F2372E_8331,630D631F2372E_8333,630D631F2372E_8329,630D631F2372E_8330,630D631F2372E_8332,630D631F2372E_8334"
"Fall Custom ShirtsFall Hoodie, Unisex Hoodie","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",25.5,USD,100,"fall_hoodie,fall_women's_hoodie,fall,hoodie,fall_hoodies",,https://i.etsystatic.com/34205481/r/il/261d46/4168283959/il_fullxfull.4168283959_db37.jpg,https://i.etsystatic.com/34205481/r/il/40e4ed/4123429596/il_fullxfull.4123429596_3co7.jpg,https://i.etsystatic.com/34205481/r/il/8d1dbe/4171085799/il_fullxfull.4171085799_jwhb.jpg,https://i.etsystatic.com/34205481/r/il/41a9c6/4123426302/il_fullxfull.4123426302_qwx8.jpg,https://i.etsystatic.com/34205481/r/il/8b2a92/4171086027/il_fullxfull.4171086027_k847.jpg,https://i.etsystatic.com/34205481/r/il/5b6a4f/4171086151/il_fullxfull.4171086151_llgx.jpg,https://i.etsystatic.com/34205481/r/il/7c65da/4171086313/il_fullxfull.4171086313_lra0.jpg,https://i.etsystatic.com/34205481/r/il/b0ecfb/4171086499/il_fullxfull.4171086499_m4of.jpg,https://i.etsystatic.com/34205481/r/il/decb14/4171086893/il_fullxfull.4171086893_hs7w.jpg,https://i.etsystatic.com/34205481/r/il/b04d65/4171088387/il_fullxfull.4171088387_9bns.jpg,Color,"Primary color","Black,White","Unisex shirt size",Size,"S,M,L,XL,2X","630D63EB9706A_5522,630D63EB9706A_5523,630D63EB9706A_5524,630D63EB9706A_5525,630D63EB9706A_5526,630D63EB9706A_5530,630D63EB9706A_5531,630D63EB9706A_5532,630D63EB9706A_5533,630D63EB9706A_5534"
"Fall Custom ShirtsFall Hoodie, Unisex Hoodie","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",36.5,USD,999,,,https://i.etsystatic.com/34205481/r/il/203bbd/4122804516/il_fullxfull.4122804516_j6u5.jpg,https://i.etsystatic.com/34205481/r/il/0b485d/4170588385/il_fullxfull.4170588385_dopy.jpg,https://i.etsystatic.com/34205481/r/il/228dae/4170466533/il_fullxfull.4170466533_5igy.jpg,https://i.etsystatic.com/34205481/r/il/798d8a/4170586195/il_fullxfull.4170586195_iwvq.jpg,https://i.etsystatic.com/34205481/r/il/293397/4122924882/il_fullxfull.4122924882_ohbe.jpg,https://i.etsystatic.com/34205481/r/il/cde423/4122925036/il_fullxfull.4122925036_dco4.jpg,https://i.etsystatic.com/34205481/r/il/c9e443/4122925166/il_fullxfull.4122925166_1lje.jpg,https://i.etsystatic.com/34205481/r/il/2d3e5a/4170586779/il_fullxfull.4170586779_ep27.jpg,https://i.etsystatic.com/34205481/r/il/64e4eb/4170586933/il_fullxfull.4170586933_hua1.jpg,,,,,,,,630E6B1FDFCBA_10775
"Custom Fall MugFall Mug, It's Fall Y'all, White glossy mug,","Ceramic coffee mug, camping mug

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",9,USD,999,"Fall_mug,happy_mug,fall_lover_mug,coffee_lover_mug,camping_mug,personalized_mugs,personalized_tumbler,gift_for_her",,https://i.etsystatic.com/34205481/r/il/1c0f89/4111625470/il_fullxfull.4111625470_4533.jpg,https://i.etsystatic.com/34205481/r/il/bdb8eb/4129364824/il_fullxfull.4129364824_gbzz.jpg,https://i.etsystatic.com/34205481/r/il/d1856d/4120635042/il_fullxfull.4120635042_72ze.jpg,https://i.etsystatic.com/34205481/r/il/ddb9fa/4111625416/il_fullxfull.4111625416_5h2l.jpg,https://i.etsystatic.com/34205481/r/il/c07f9a/4120627344/il_fullxfull.4120627344_6bmd.jpg,https://i.etsystatic.com/34205481/r/il/db2bf8/4120627480/il_fullxfull.4120627480_3dqp.jpg,https://i.etsystatic.com/34205481/r/il/088292/4120627678/il_fullxfull.4120627678_qi6c.jpg,https://i.etsystatic.com/34205481/r/il/c97339/4120628122/il_fullxfull.4120628122_n7cl.jpg,https://i.etsystatic.com/34205481/r/il/22622e/4120628290/il_fullxfull.4120628290_h0r8.jpg,,,,,,,,6308CA58EE3C0_1320
"Fall Custom Shirts, Fall Tshirt, Fall Baseball Style Tee,","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"fall_shirt,fall_tshirt,womens_shirt,fall,cute_fall_shirt,baseball,fall_baseball_tee,tee,custom_shirt,custom,baseball_tee",,https://i.etsystatic.com/34205481/r/il/458834/4162234215/il_fullxfull.4162234215_sqxs.jpg,https://i.etsystatic.com/34205481/r/il/b79206/4163342391/il_fullxfull.4163342391_tlhy.jpg,https://i.etsystatic.com/34205481/r/il/da9659/4115675902/il_fullxfull.4115675902_8wk9.jpg,https://i.etsystatic.com/34205481/r/il/029634/4115675964/il_fullxfull.4115675964_ez1o.jpg,,,,,,,"Unisex shirt size",Size,"XS,S,M,L,XL,2X",,,,"630A4C92EB052_8329,630A4C92EB052_8330,630A4C92EB052_8331,630A4C92EB052_8332,630A4C92EB052_8333,630A4C92EB052_8334"
"Fall Custom Shirts, Fall Baseball Tee,  Halloween Shirt, 3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,5,"fall,fall_tshirt,women's_fall_shirt,cute_fall_shirt,Custom_Shirts,Baseball_Mom_Tees,baseball_mom_shirts,baseball,custom_tshirts,baseball_tee,custom,graphic_tee","halloween shirt,witch shirt",https://i.etsystatic.com/34205481/r/il/62bab3/4114536976/il_fullxfull.4114536976_eaem.jpg,https://i.etsystatic.com/34205481/r/il/cf305a/4168215741/il_fullxfull.4168215741_mzs6.jpg,https://i.etsystatic.com/34205481/r/il/9c48a0/4168211413/il_fullxfull.4168211413_r4lo.jpg,https://i.etsystatic.com/34205481/r/il/d4667e/4120548450/il_fullxfull.4120548450_806e.jpg,https://i.etsystatic.com/34205481/r/il/e656de/4168211711/il_fullxfull.4168211711_g9z4.jpg,https://i.etsystatic.com/34205481/r/il/fddcc8/4168211885/il_fullxfull.4168211885_28n0.jpg,https://i.etsystatic.com/34205481/r/il/80130b/4120548884/il_fullxfull.4120548884_bg38.jpg,,,,"Unisex shirt size",Size,"XS,S,M,L,XL",,,,
"Fall Custom Shirts, Fall Baseball Tee, Cute Fall Tee3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,60,"baseball_tees,fall_tees,Pink_Fall_Tees,custom_fall_shirts,custom_tshirts,mom_tee,tee_shirts,tee,custom_shirt,custom,fall_shirt,baseball_tee,baseball_mom_shirts",,https://i.etsystatic.com/34205481/r/il/644dca/4160995977/il_fullxfull.4160995977_kkuf.jpg,https://i.etsystatic.com/34205481/r/il/2ef993/4163348005/il_fullxfull.4163348005_12rp.jpg,https://i.etsystatic.com/34205481/r/il/65e1f1/4163346719/il_fullxfull.4163346719_euy7.jpg,https://i.etsystatic.com/34205481/r/il/f84a39/4115681194/il_fullxfull.4115681194_9166.jpg,https://i.etsystatic.com/34205481/r/il/5b49b4/4163346901/il_fullxfull.4163346901_cr00.jpg,https://i.etsystatic.com/34205481/r/il/f68931/4163347031/il_fullxfull.4163347031_a1gx.jpg,https://i.etsystatic.com/34205481/r/il/188663/4115681504/il_fullxfull.4115681504_jezh.jpg,https://i.etsystatic.com/34205481/r/il/22ae52/4115681626/il_fullxfull.4115681626_g213.jpg,https://i.etsystatic.com/34205481/r/il/2c952e/4115681700/il_fullxfull.4115681700_seib.jpg,,"Unisex shirt size",Size,"XS,S,M,L,XL,2X",,,,"630987E2E5BB1_8329,630987E2E5BB1_8330,630987E2E5BB1_8331,630987E2E5BB1_8332,630987E2E5BB1_8333,630987E2E5BB1_8334"
"Fall Custom Shirts, Fall Baseball Tee, Cute Fall Tee3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,10,"baseball_tees,fall_tees,Pink_Fall_Tees,custom_fall_shirts,custom_tshirts,mom_tee,tee_shirts,tee,custom_shirt,custom,fall_shirt,baseball_tee,baseball_mom_shirts",,https://i.etsystatic.com/34205481/r/il/a1f575/4160986863/il_fullxfull.4160986863_7eqp.jpg,https://i.etsystatic.com/34205481/r/il/927b96/4163344535/il_fullxfull.4163344535_r3ht.jpg,https://i.etsystatic.com/34205481/r/il/7e7ce7/4163343111/il_fullxfull.4163343111_st1m.jpg,https://i.etsystatic.com/34205481/r/il/be996e/4115677524/il_fullxfull.4115677524_59yz.jpg,https://i.etsystatic.com/34205481/r/il/bacba5/4115677632/il_fullxfull.4115677632_1ary.jpg,https://i.etsystatic.com/34205481/r/il/9a620c/4115677714/il_fullxfull.4115677714_lp8v.jpg,https://i.etsystatic.com/34205481/r/il/fe608b/4115677842/il_fullxfull.4115677842_2ggg.jpg,https://i.etsystatic.com/34205481/r/il/923d73/4115677908/il_fullxfull.4115677908_ms8b.jpg,https://i.etsystatic.com/34205481/r/il/d35af1/4115678016/il_fullxfull.4115678016_dotw.jpg,https://i.etsystatic.com/34205481/r/il/229b71/4163343829/il_fullxfull.4163343829_jmhr.jpg,,,,,,,6309867E1FFC9_8148
"Fall Custom Shirts, Fall Baseball Tee, Cute Fall Tee3/4 sleeve raglan shirt, Pink Fall","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,10,"baseball_tees,fall_tees,custom_fall_shirts,custom_tshirts,mom_tee,tee_shirts,fall_shirts,cute_fall_shirts,fall_shirt,fall_tshirt,women's_fall_shirt,fall,baseball_mom_shirts",,https://i.etsystatic.com/34205481/r/il/0bb580/4159262825/il_fullxfull.4159262825_i1fn.jpg,https://i.etsystatic.com/34205481/r/il/b6e037/4115690056/il_fullxfull.4115690056_7ak1.jpg,https://i.etsystatic.com/34205481/r/il/8397c1/4115688454/il_fullxfull.4115688454_7bro.jpg,https://i.etsystatic.com/34205481/r/il/b582e2/4163354307/il_fullxfull.4163354307_hkkb.jpg,https://i.etsystatic.com/34205481/r/il/7a2af6/4163354391/il_fullxfull.4163354391_i98p.jpg,https://i.etsystatic.com/34205481/r/il/643645/4115688722/il_fullxfull.4115688722_2kve.jpg,https://i.etsystatic.com/34205481/r/il/20ee13/4115688776/il_fullxfull.4115688776_275y.jpg,,,,,,,,,,6308C7D990313_8331
"Fall Custom Shirts, Fall Baseball Tee, Cute Fall Tee3/4 sleeve raglan shirt","Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",20,USD,10,"baseball_tees,fall_tees,Pink_Fall_Tees,custom_fall_shirts,custom_tshirts,mom_tee,fall_shirts,cute_fall_shirts,fall_shirt,fall_tshirt,women's_fall_shirt,fall,baseball_mom_shirts",,https://i.etsystatic.com/34205481/r/il/404832/4160984129/il_fullxfull.4160984129_kvda.jpg,https://i.etsystatic.com/34205481/r/il/26ffd6/4163258311/il_fullxfull.4163258311_f9yf.jpg,https://i.etsystatic.com/34205481/r/il/d551a3/4163255845/il_fullxfull.4163255845_8b7v.jpg,https://i.etsystatic.com/34205481/r/il/8ece5e/4163345659/il_fullxfull.4163345659_djqx.jpg,https://i.etsystatic.com/34205481/r/il/b3d210/4163345743/il_fullxfull.4163345743_alto.jpg,https://i.etsystatic.com/34205481/r/il/9056c7/4120560736/il_fullxfull.4120560736_pnc0.jpg,https://i.etsystatic.com/34205481/r/il/1a4646/4168226751/il_fullxfull.4168226751_roxn.jpg,https://i.etsystatic.com/34205481/r/il/436063/4120566032/il_fullxfull.4120566032_b352.jpg,,,,,,,,,6309860655283_8331
"Custom Keychain, Cute Keychain,Personalized Gift, Photo keychain, Perfect Engagement Gift","Customized Keychain, photo keychain

Cute Keychain perfect engagement gift

Make their wedding gift unique!

Purchase this best-seller and we guarantee it will exceed your highest expectations!
➜ Our patent-pending jewelry is made of high quality surgical steel with a shatterproof liquid glass coating and 18k gold finish option.
➜ Our pendants are personalized in the U.S.A by awesome working moms just like yours! We hire and train working mothers and pay a living wage. We are proud to support strong communities and keep jobs in America!
This quality Graphic Heart Keychain is the perfect keepsake! Whether for yourself or a loved one.
➜ If the custom engraving option is available, engrave onto the back of the pendant your loved one's name, your wedding date, an anniversary, or anything else you want to remember and keep you close to their heart. Each personalized piece offers exceptional craftsmanship that is fit to be an instant classic in your family.
We Offer a 100% Happiness Guarantee!
➜ If you’re not 100% satisfied with your purchase for any reason, please contact us and we will make it right. Your satisfaction is our ultimate goal.
Product Dimensions:
➜ Curb Chain Keychain
➜ Key Ring Diameter: 1.1” (28mm)
➜ Heart Pendant: 0.9” x 0.9” (24mm x 24mm)

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.",29.95,USD,5,"personalized_gift,gift_for_her,dainty__for_her,minimalist_gift,wedding_gift,bride_to_be_gift,pretty_keychain,bachelorette_gifts,bridesmaid_gifts,bridal_shower_gift,gifts_for_husband,bridesmaid_proposal,custom_keychain",,https://i.etsystatic.com/34205481/r/il/02b5fe/3942092891/il_fullxfull.3942092891_h07s.jpg,https://i.etsystatic.com/34205481/r/il/69012c/4198502781/il_fullxfull.4198502781_4sp6.jpg,https://i.etsystatic.com/34205481/r/il/0aae43/4088544791/il_fullxfull.4088544791_hwan.jpg,https://i.etsystatic.com/34205481/r/il/45358a/4015566216/il_fullxfull.4015566216_okel.jpg,https://i.etsystatic.com/34205481/r/il/03211d/4063175933/il_fullxfull.4063175933_eu94.jpg,https://i.etsystatic.com/34205481/r/il/7601f5/4015524086/il_fullxfull.4015524086_tl43.jpg,https://i.etsystatic.com/34205481/r/il/fd964a/3894594854/il_fullxfull.3894594854_jwlz.jpg,https://i.etsystatic.com/34205481/r/il/fea345/4063173005/il_fullxfull.4063173005_iffq.jpg,https://i.etsystatic.com/34205481/r/il/6f31fe/4015525300/il_fullxfull.4015525300_kgbb.jpg,https://i.etsystatic.com/34205481/r/il/02d6ad/4063181767/il_fullxfull.4063181767_c4ip.jpg,Style,Style,"Graphic Heart Keychain (Silver),Graphic Heart Keychain (Gold),Graphic Heart Keychain (Silver) / With Personalized Engraving Text,Graphic Heart Keychain (Gold) / With Personalized Engraving Text",,,,"SO-5715360,SO-5715361,SO-5715362,SO-5715363"
"Custom Dainty Necklace, Mother of Groom Necklace, Mother of Bride Necklace, Mom Hold's Their Child's Hands For Awhile Necklace","Dainty heart necklace!

Perfect for mother of bride or groom.

Two hearts embellished with Cubic Zirconia stones, interlocked together as a symbol of never-ending love. Made with high quality polished surgical steel. Cable chain measures 18 inches with a 4 inch extension, and fastens with a lobster clasp.
Pendant Dimensions: 
• Height 0.6"" (1.5cm)
• Width 1.1"" (2.7cm)
• Adjustable cable chain 18""-22""Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.",49.95,USD,5,"minimalist_gift,feminist_gift,interlocking_hearts,for_mom,wedding_gift,mother_of_bride,mother_of_groom,pretty_heart_gift,fancy_heart_gift,gift_for_her,bridesmaid_gift,bridesmaid_proposal,matron_of_honor_gift",,https://i.etsystatic.com/34205481/r/il/8ab374/4081645586/il_fullxfull.4081645586_34i6.jpg,https://i.etsystatic.com/34205481/r/il/0c512c/4129289101/il_fullxfull.4129289101_ivew.jpg,https://i.etsystatic.com/34205481/r/il/3a7157/4129281061/il_fullxfull.4129281061_d7k9.jpg,https://i.etsystatic.com/34205481/r/il/07fa03/4129281429/il_fullxfull.4129281429_87sr.jpg,https://i.etsystatic.com/34205481/r/il/f8efe6/4081636598/il_fullxfull.4081636598_l2k6.jpg,https://i.etsystatic.com/34205481/r/il/ed6213/4081635352/il_fullxfull.4081635352_9rxp.jpg,https://i.etsystatic.com/34205481/r/il/84d9b4/4040929562/il_fullxfull.4040929562_8eut.jpg,https://i.etsystatic.com/34205481/r/il/79c7f3/3816056730/il_fullxfull.3816056730_n1ce.jpg,https://i.etsystatic.com/34205481/r/il/dfaaa8/4064754975/il_fullxfull.4064754975_l6w9.jpg,https://i.etsystatic.com/34205481/r/il/1a7ecc/4040928540/il_fullxfull.4040928540_cgen.jpg,Style,Style,"Interlocking Heart Necklace,Interlocking Hearts with Luxury Box & MC",,,,"SO-5591825,SO-5591826"
"Custom Wedding Shoes, Women’s slip-on canvas shoes, Custom text and date shoes","Make your wedding day unforgettable with these custom wedding shoes. Your text, color, and date.

Made for comfort and ease, these Women’s Slip-On Canvas Shoes are stylish and the ideal piece for completing an outfit. Equipped with removable soft insoles and rubber outsoles, it’s also easy to adjust them for a better fit.

Every order that we receive is made at the time that we receive it which means it is Custom made for you! We produce our items in our facility which is located in Charlotte, NC. 

***Shipping Methods

First Class (3-5 business days in transit)
Priority (2-3 business days in transit)
Priority Express (1-2 business days in transit)

Please keep in mind that there are no guaranteed delivery dates. Priority express is the only shipping method that is “guaranteed” and that only means that if it doesn’t get delivered by the date it says, you will get your money refunded.

Please leave feedback so I know what I need to do to make my store better fit YOUR needs.

Thank you so much!
Brandy",51,USD,10,"custom_wedding_shoes,custom_wedding_high,custom_women's_shoes,custom_date_shoes,wedding_shoes,Custom_slip_os,pretty_wedding_shoes,gift_for_bride",,https://i.etsystatic.com/34205481/r/il/d46b9d/4129439579/il_fullxfull.4129439579_4ctg.jpg,https://i.etsystatic.com/34205481/r/il/3eb21d/4081849980/il_fullxfull.4081849980_2arx.jpg,https://i.etsystatic.com/34205481/r/il/535188/4081823032/il_fullxfull.4081823032_fob2.jpg,https://i.etsystatic.com/34205481/r/il/365fb7/4081823414/il_fullxfull.4081823414_7pnb.jpg,https://i.etsystatic.com/34205481/r/il/b375dd/4129469921/il_fullxfull.4129469921_r4vm.jpg,https://i.etsystatic.com/34205481/r/il/46060e/4081823916/il_fullxfull.4081823916_qede.jpg,https://i.etsystatic.com/34205481/r/il/f106ad/4129470435/il_fullxfull.4129470435_7cjj.jpg,https://i.etsystatic.com/34205481/r/il/3bce86/4081824506/il_fullxfull.4081824506_i6td.jpg,https://i.etsystatic.com/34205481/r/il/afe5c9/4129471207/il_fullxfull.4129471207_ehbk.jpg,https://i.etsystatic.com/34205481/r/il/719e76/4129482701/il_fullxfull.4129482701_adcp.jpg,,,,,,,62F93BCC3F832_14721
